Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
242,İlkay Gündoğan\Ilkay-Gundogan,de GER,MF,eng Manchester City,28,1990,9.0,0.22,1.78,0.78,43.8,1.78,0.78,0.13,0.29,16.8,0.00,0.00,0.00,0.26,0.26,0.14,-0.03,-0.03,Matches
243,Erling Haaland\Erling-Haaland,no NOR,FW,at RB Salzburg,19,2000,4.1,1.95,3.66,2.20,60.0,3.62,2.17,0.40,0.67,13.9,0.00,0.49,0.49,1.27,0.90,0.25,0.68,0.56,Matches
244,Erling Haaland\Erling-Haaland,no NOR,FW,de Dortmund,19,2000,2.0,1.00,2.00,1.00,50.0,2.00,1.00,0.50,1.00,11.9,0.00,0.00,0.00,0.35,0.35,0.19,0.65,0.65,Matches
245,Ianis Hagi\Ianis-Hagi,ro ROU,MF,be Genk,20,1998,1.6,0.00,3.13,0.00,0.0,3.15,0.00,0.00,,19.9,0.63,0.00,0.00,0.25,0.25,0.08,-0.25,-0.25,Matches
246,Amadou Haidara\Amadou-Haidara,ml MLI,MFFW,de RB Leipzig,21,1998,3.0,0.00,0.67,0.00,0.0,0.66,0.00,0.00,,21.7,0.00,0.00,0.00,0.03,0.03,0.05,-0.03,-0.03,Matches
247,Izet Hajrović\Izet-Hajrovic,ba BIH,MF,hr Dinamo Zagreb,27,1991,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
248,Achraf Hakimi\Achraf-Hakimi,ma MAR,DFFW,de Dortmund,20,1998,7.9,0.51,2.03,0.63,31.3,2.04,0.64,0.25,0.80,15.0,0.00,0.00,0.00,0.27,0.27,0.13,0.24,0.24,Matches
249,Marcel Halstenberg\Marcel-Halstenberg,de GER,DF,de RB Leipzig,27,1991,5.7,0.00,0.70,0.18,25.0,0.70,0.17,0.00,0.00,16.0,0.00,0.00,0.00,0.04,0.04,0.06,-0.04,-0.04,Matches
250,Samir Handanović\Samir-Handanovic,si SVN,GK,it Inter,35,1984,6.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
251,Taylor Harwood-Bellis\Taylor-Harwood-Bellis,eng ENG,DF,eng Manchester City,17,2002,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
252,Hans Hateboer\Hans-Hateboer,nl NED,DF,it Atalanta,25,1994,6.6,0.30,1.06,0.45,42.9,1.07,0.46,0.29,0.67,9.5,0.00,0.00,0.00,0.23,0.21,0.20,0.08,0.09,Matches
253,Kai Havertz\Kai-Havertz,de GER,MFFW,de Leverkusen,20,1999,4.8,0.00,1.46,0.21,14.3,1.46,0.21,0.00,0.00,10.5,0.00,0.00,0.00,0.21,0.21,0.14,-0.21,-0.21,Matches
254,Eden Hazard\Eden-Hazard,be BEL,FW,es Real Madrid,28,1991,5.0,0.00,2.40,1.00,41.7,2.38,0.99,0.00,0.00,16.1,0.00,0.00,0.00,0.28,0.28,0.12,-0.28,-0.28,Matches
255,Thorgan Hazard\Thorgan-Hazard,be BEL,FW,de Dortmund,26,1993,5.3,0.00,1.32,0.57,42.9,1.33,0.57,0.00,0.00,19.6,0.00,0.00,0.00,0.13,0.13,0.10,-0.13,-0.13,Matches
256,Hwang Hee-chan\Hwang-Hee-chan,kr KOR,FW,at RB Salzburg,23,1996,6.0,0.50,2.33,1.50,64.3,2.33,1.50,0.21,0.33,16.0,0.00,0.00,0.00,0.33,0.33,0.14,0.17,0.17,Matches
257,Jordan Henderson\Jordan-Henderson,eng ENG,MF,eng Liverpool,29,1990,5.7,0.00,0.88,0.00,0.0,0.88,0.00,0.00,,26.8,0.00,0.00,0.00,0.04,0.04,0.04,-0.04,-0.04,Matches
258,Mario Hermoso\Mario-Hermoso,es ESP,DF,es Atlético Madrid,24,1995,3.9,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
259,Lucas Hernández\Lucas-Hernandez,fr FRA,DF,de Bayern Munich,23,1996,1.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
260,Ander Herrera\Ander-Herrera,es ESP,MF,fr Paris S-G,29,1989,3.6,0.00,0.56,0.00,0.0,0.56,0.00,0.00,,24.6,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
261,Héctor Herrera\Hector-Herrera,mx MEX,MF,es Atlético Madrid,29,1990,2.9,0.34,1.03,0.34,33.3,1.02,0.34,0.33,1.00,15.4,0.00,0.00,0.00,0.07,0.07,0.06,0.28,0.28,Matches
262,Son Heung-min\Son-Heung-min,kr KOR,FW,eng Tottenham,27,1992,4.1,1.22,4.39,2.44,55.6,4.44,2.47,0.28,0.50,13.3,0.00,0.00,0.00,0.85,0.85,0.21,0.37,0.37,Matches
263,Bryan Heynen\Bryan-Heynen,be BEL,MF,be Genk,22,1997,2.9,0.00,1.38,0.69,50.0,1.36,0.68,0.00,0.00,16.0,0.00,0.00,0.00,0.10,0.10,0.07,-0.10,-0.10,Matches
264,Gonzalo Higuaín\Gonzalo-Higuain,ar ARG,FW,it Juventus,31,1987,5.7,0.35,2.81,1.40,50.0,2.82,1.41,0.13,0.25,15.2,0.00,0.00,0.00,0.30,0.30,0.10,0.05,0.05,Matches
265,David Hovorka\David-Hovorka,cz CZE,DF,cz Slavia Prague,25,1993,3.0,0.00,0.67,0.00,0.0,0.67,0.00,0.00,,17.3,0.00,0.00,0.00,0.03,0.03,0.03,-0.03,-0.03,Matches
266,Benedikt Höwedes\Benedikt-Howedes,de GER,DF,ru Loko Moscow,31,1988,6.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
267,Lukáš Hrádecký\Lukas-Hradecky,fi FIN,GK,de Leverkusen,29,1989,6.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
268,Patrik Hrošovský\Patrik-Hrosovsky,sk SVK,MF,be Genk,27,1992,4.6,0.00,0.87,0.22,25.0,0.87,0.22,0.00,0.00,23.1,0.00,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,Matches
269,Callum Hudson-Odoi\Callum-Hudson-Odoi,eng ENG,FWMF,eng Chelsea,18,2000,2.9,0.00,2.76,0.00,0.0,2.74,0.00,0.00,,21.0,0.00,0.00,0.00,0.17,0.17,0.06,-0.17,-0.17,Matches
270,Mats Hummels\Mats-Hummels,de GER,DF,de Dortmund,30,1988,8.0,0.00,0.25,0.00,0.0,0.25,0.00,0.00,,10.7,0.00,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,Matches
271,Klaas-Jan Huntelaar\Klaas-Jan-Huntelaar,nl NED,FW,nl Ajax,35,1983,0.4,0.00,2.50,0.00,0.0,2.43,0.00,0.00,,9.0,0.00,0.00,0.00,0.25,0.25,0.06,-0.25,-0.25,Matches
272,Josef Hušbauer\Josef-Husbauer,cz CZE,MF,cz Slavia Prague,29,1990,2.3,0.00,3.48,0.43,12.5,3.44,0.43,0.00,0.00,24.0,0.00,0.00,0.00,0.13,0.13,0.04,-0.13,-0.13,Matches
273,Roger Ibanez\Roger-Ibanez,br BRA,DF,it Atalanta,20,1998,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
274,Mauro Icardi\Mauro-Icardi,ar ARG,FW,fr Paris S-G,26,1993,5.3,0.94,2.26,1.32,58.3,2.28,1.33,0.42,0.71,9.0,0.00,0.00,0.00,0.75,0.75,0.33,0.19,0.19,Matches
275,Brian Idowu\Brian-Idowu,ng NGA,DF,ru Loko Moscow,27,1992,2.7,0.00,0.37,0.00,0.0,0.38,0.00,0.00,,15.0,0.00,0.00,0.00,0.04,0.04,0.08,-0.04,-0.04,Matches
276,Vladislav Ignatyev\Vladislav-Ignatyev,ru RUS,DFMF,ru Loko Moscow,32,1987,4.9,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
277,Jonathan Ikone\Jonathan-Ikone,fr FRA,MFFW,fr Lille,21,1998,2.7,0.37,2.22,1.48,66.7,2.26,1.51,0.17,0.25,15.2,0.00,0.00,0.00,0.33,0.33,0.15,0.04,0.04,Matches
278,Josip Iličić\Josip-Ilicic,si SVN,FW,it Atalanta,31,1988,5.7,0.88,1.93,1.05,54.5,1.93,1.05,0.27,0.50,22.2,0.00,0.35,0.53,0.56,0.16,0.08,0.32,0.37,Matches
279,Selçuk İnan\Selcuk-Inan,tr TUR,MFFW,tr Galatasaray,34,1985,0.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
280,Lorenzo Insigne\Lorenzo-Insigne,it ITA,MFFW,it Napoli,28,1991,3.9,0.51,4.36,1.03,23.5,4.38,1.03,0.06,0.25,17.3,0.00,0.26,0.26,0.62,0.44,0.10,-0.10,-0.18,Matches
281,Isco\Isco,es ESP,MFFW,es Real Madrid,27,1992,3.0,0.33,2.33,1.00,42.9,2.33,1.00,0.14,0.33,12.1,0.00,0.00,0.00,0.50,0.50,0.21,-0.17,-0.17,Matches
282,Ismaily\Ismaily,br BRA,DF,ua Shakhtar,29,1990,6.0,0.00,0.50,0.00,0.0,0.50,0.00,0.00,,14.5,0.00,0.00,0.00,0.03,0.03,0.05,-0.03,-0.03,Matches
283,Junya Ito\Junya-Ito,jp JPN,MFFW,be Genk,26,1993,4.9,0.00,1.02,0.20,20.0,1.03,0.21,0.00,0.00,18.6,0.00,0.00,0.00,0.06,0.06,0.05,-0.06,-0.06,Matches
284,Mirko Ivanić\Mirko-Ivanic,me MNE,MF,rs Red Star,25,1993,1.2,0.00,1.67,0.83,50.0,1.71,0.86,0.00,0.00,29.6,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
285,Branislav Ivanović\Branislav-Ivanovic,rs SRB,DF,ru Zenit,35,1984,5.8,0.00,0.52,0.17,33.3,0.52,0.17,0.00,0.00,10.7,0.00,0.00,0.00,0.03,0.03,0.06,-0.03,-0.03,Matches
286,Luka Ivanušec\Luka-Ivanusec,hr CRO,MFDF,hr Dinamo Zagreb,20,1998,1.1,0.91,0.91,0.91,100.0,0.89,0.89,1.00,1.00,13.3,0.00,0.00,0.00,0.18,0.18,0.23,0.73,0.73,Matches
287,Reece James\Reece-James,eng ENG,DF,eng Chelsea,19,1999,4.2,0.24,1.43,0.48,33.3,1.41,0.47,0.17,0.50,22.2,0.00,0.00,0.00,0.05,0.05,0.03,0.19,0.19,Matches
288,Jardel\Jardel,br BRA,DF,pt Benfica,33,1986,1.8,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
289,Gabriel Jesus\Gabriel-Jesus,br BRA,FWMF,eng Manchester City,22,1997,6.5,0.92,3.54,1.54,43.5,3.51,1.53,0.26,0.60,12.8,0.00,0.00,0.15,0.72,0.62,0.17,0.20,0.31,Matches
290,Frenkie de Jong\Frenkie-de-Jong,nl NED,MF,es Barcelona,22,1997,8.3,0.00,0.12,0.12,100.0,0.12,0.12,0.00,0.00,12.7,0.00,0.00,0.00,0.01,0.01,0.07,-0.01,-0.01,Matches
291,Siem de Jong\Siem-de-Jong,nl NED,MF,nl Ajax,30,1989,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
292,Jorginho\Jorginho,it ITA,MF,eng Chelsea,27,1991,6.8,0.29,0.59,0.00,0.0,0.59,0.00,0.00,,25.2,0.00,0.29,0.29,0.26,0.04,0.06,0.03,-0.04,Matches
293,Jota\Jota,pt POR,FW,pt Benfica,20,1999,0.7,0.00,0.00,0.00,,0.00,0.00,,,,,0.00,0.00,,,,,,Matches
294,Dušan Jovančić\Dusan-Jovancic,rs SRB,MF,rs Red Star,28,1990,2.0,0.00,1.50,0.50,33.3,1.53,0.51,0.00,0.00,16.8,0.00,0.00,0.00,0.05,0.05,0.04,-0.05,-0.05,Matches
295,Luka Jović\Luka-Jovic,rs SRB,FW,es Real Madrid,21,1997,1.3,0.00,1.54,0.77,50.0,1.49,0.74,0.00,0.00,10.9,0.00,0.00,0.00,0.31,0.31,0.19,-0.31,-0.31,Matches
296,Vinicius Júnior\Vinicius-Junior,br BRA,FW,es Real Madrid,19,2000,2.2,0.45,1.36,0.91,66.7,1.39,0.93,0.33,0.50,13.3,0.00,0.00,0.00,0.27,0.27,0.21,0.18,0.18,Matches
297,Zlatko Junuzović\Zlatko-Junuzovic,at AUT,MF,at RB Salzburg,31,1987,5.6,0.00,0.18,0.00,0.0,0.18,0.00,0.00,,22.0,0.00,0.00,0.00,0.02,0.02,0.07,-0.02,-0.02,Matches
298,Damian Kądzior\Damian-Kadzior,pl POL,MF,hr Dinamo Zagreb,27,1992,0.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
299,Kevin Kampl\Kevin-Kampl,si SVN,MF,de RB Leipzig,28,1990,3.2,0.00,0.31,0.00,0.0,0.31,0.00,0.00,,28.3,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
300,Harry Kane\Harry-Kane,eng ENG,FW,eng Tottenham,26,1993,5.0,1.20,4.20,1.40,33.3,4.20,1.40,0.19,0.57,14.2,0.40,0.40,0.40,0.90,0.60,0.15,0.30,0.20,Matches
301,Lee Kangin\Lee-Kangin,kr KOR,MFFW,es Valencia,18,2001,1.4,0.00,2.14,0.71,33.3,2.13,0.71,0.00,0.00,20.0,0.00,0.00,0.00,0.07,0.07,0.03,-0.07,-0.07,Matches
302,N'Golo Kanté\NGolo-Kante,fr FRA,MF,eng Chelsea,28,1991,4.0,0.00,1.00,0.00,0.0,1.00,0.00,0.00,,18.2,0.00,0.00,0.00,0.07,0.07,0.09,-0.07,-0.07,Matches
303,Vyacheslav Karavayev\Vyacheslav-Karavayev,ru RUS,DF,ru Zenit,24,1995,4.6,0.00,0.43,0.00,0.0,0.43,0.00,0.00,,21.0,0.00,0.00,0.00,0.02,0.02,0.04,-0.02,-0.02,Matches
304,Thilo Kehrer\Thilo-Kehrer,de GER,DF,fr Paris S-G,22,1996,4.2,0.00,0.24,0.00,0.0,0.24,0.00,0.00,,26.9,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
305,Naby Keïta\Naby-Keita,gn GUI,MFFW,eng Liverpool,24,1995,2.8,0.36,3.21,1.07,33.3,3.24,1.08,0.11,0.33,15.4,0.00,0.00,0.00,0.32,0.32,0.10,0.04,0.04,Matches
306,Mikhail Kerzhakov\Mikhail-Kerzhakov,ru RUS,GK,ru Zenit,32,1987,4.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
307,Sami Khedira\Sami-Khedira,de GER,MF,it Juventus,32,1987,2.9,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
308,Joshua Kimmich\Joshua-Kimmich,de GER,DFMF,de Bayern Munich,24,1995,10.0,0.20,0.50,0.30,60.0,0.50,0.30,0.40,0.67,16.4,0.00,0.00,0.00,0.09,0.09,0.19,0.11,0.11,Matches
309,Presnel Kimpembe\Presnel-Kimpembe,fr FRA,DF,fr Paris S-G,23,1995,10.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
310,Simon Kjær\Simon-Kjaer,dk DEN,DF,it Atalanta,30,1989,1.0,0.00,1.00,0.00,0.0,1.00,0.00,0.00,,7.8,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
311,Lukas Klostermann\Lukas-Klostermann,de GER,DF,de RB Leipzig,23,1996,9.0,0.00,0.56,0.22,40.0,0.56,0.22,0.00,0.00,16.6,0.00,0.00,0.00,0.03,0.03,0.05,-0.03,-0.03,Matches
312,Anton Kochenkov\Anton-Kochenkov,ru RUS,GK,ru Loko Moscow,32,1987,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
313,Sekou Koita\Sekou-Koita,ml MLI,MF,at RB Salzburg,19,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
314,Koke\Koke,es ESP,MF,es Atlético Madrid,27,1992,8.8,0.00,0.11,0.11,100.0,0.11,0.11,0.00,0.00,28.3,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,Matches
315,Ondřej Kolář\Ondrej-Kolar,cz CZE,GK,cz Slavia Prague,24,1994,6.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
316,Aleksandr Kolomeytsev\Aleksandr-Kolomeytsev,ru RUS,MFFW,ru Loko Moscow,30,1989,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
317,Ibrahima Konaté\Ibrahima-Konate,fr FRA,DF,de RB Leipzig,20,1999,1.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
318,Geoffrey Kondogbia\Geoffrey-Kondogbia,cf CTA,MFDF,es Valencia,26,1993,4.5,0.22,1.11,0.22,20.0,1.11,0.22,0.20,1.00,19.4,0.00,0.00,0.00,0.07,0.07,0.06,0.16,0.16,Matches
319,Youssouf Koné\Youssouf-Kone,ml MLI,DF,fr Lyon,24,1995,4.4,0.00,1.36,0.45,33.3,1.37,0.46,0.00,0.00,30.8,0.00,0.00,0.00,0.02,0.02,0.02,-0.02,-0.02,Matches
320,Yevhen Konoplyanka\Yevhen-Konoplyanka,ua UKR,FWMF,ua Shakhtar,29,1989,2.0,0.50,1.50,1.00,66.7,1.51,1.01,0.33,0.50,15.6,0.00,0.00,0.00,0.20,0.20,0.12,0.30,0.30,Matches
321,Odilon Kossonou\Odilon-Kossonou,ci CIV,DF,be Club Brugge,18,2001,2.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
322,Nianzou Kouassi\Nianzou-Kouassi,fr FRA,MF,fr Paris S-G,17,2002,0.8,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
323,Kalidou Koulibaly\Kalidou-Koulibaly,sn SEN,DF,it Napoli,28,1991,7.0,0.00,1.14,0.00,0.0,1.14,0.00,0.00,,11.4,0.00,0.00,0.00,0.07,0.07,0.06,-0.07,-0.07,Matches
324,Mateo Kovačić\Mateo-Kovacic,hr CRO,MF,eng Chelsea,25,1994,6.8,0.15,0.88,0.44,50.0,0.89,0.44,0.17,0.33,20.9,0.00,0.00,0.00,0.06,0.06,0.07,0.09,0.09,Matches
325,Viktor Kovalenko\Viktor-Kovalenko,ua UKR,MF,ua Shakhtar,23,1996,3.7,0.00,0.81,0.27,33.3,0.80,0.27,0.00,0.00,20.7,0.27,0.00,0.00,0.05,0.05,0.07,-0.05,-0.05,Matches
326,Toni Kroos\Toni-Kroos,de GER,MF,es Real Madrid,29,1990,6.0,0.17,2.50,1.00,40.0,2.50,1.00,0.07,0.17,24.3,0.00,0.00,0.00,0.12,0.12,0.05,0.05,0.05,Matches
327,Grzegorz Krychowiak\Grzegorz-Krychowiak,pl POL,MF,ru Loko Moscow,29,1990,5.9,0.17,2.20,1.53,69.2,2.20,1.52,0.08,0.11,18.6,0.00,0.00,0.00,0.24,0.24,0.11,-0.07,-0.07,Matches
328,Serhiy Kryvtsov\Serhiy-Kryvtsov,ua UKR,DF,ua Shakhtar,28,1991,6.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
329,Ondřej Kúdela\Ondrej-Kudela,cz CZE,DF,cz Slavia Prague,32,1987,6.0,0.00,0.67,0.00,0.0,0.67,0.00,0.00,,16.4,0.00,0.00,0.00,0.10,0.10,0.15,-0.10,-0.10,Matches
330,Daniil Kulikov\Daniil-Kulikov,ru RUS,MF,ru Loko Moscow,21,1998,0.3,0.00,3.33,3.33,100.0,3.46,3.46,0.00,0.00,8.5,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,Matches
331,Layvin Kurzawa\Layvin-Kurzawa,fr FRA,DF,fr Paris S-G,26,1992,2.3,0.00,0.43,0.00,0.0,0.44,0.00,0.00,,7.0,0.00,0.00,0.00,0.09,0.09,0.16,-0.09,-0.09,Matches
332,Daler Kuzyaev\Daler-Kuzyaev,ru RUS,MF,ru Zenit,26,1993,1.5,0.00,1.33,0.00,0.0,1.30,0.00,0.00,,13.8,0.00,0.00,0.00,0.07,0.07,0.04,-0.07,-0.07,Matches
333,Solomon Kvirkvelia\Solomon-Kvirkvelia,ge GEO,DF,ru Loko Moscow,27,1992,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
334,Rajiv van La Parra\Rajiv-van-La-Parra,nl NED,FW,rs Red Star,28,1991,3.9,0.00,1.03,0.77,75.0,1.02,0.76,0.00,0.00,15.1,0.00,0.00,0.00,0.08,0.08,0.06,-0.08,-0.08,Matches
335,Zakaria Labyad\Zakaria-Labyad,ma MAR,FW,nl Ajax,26,1993,0.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
336,Konrad Laimer\Konrad-Laimer,at AUT,MFDF,de RB Leipzig,22,1997,7.9,0.13,0.89,0.38,42.9,0.88,0.38,0.14,0.33,20.2,0.00,0.00,0.00,0.06,0.06,0.08,0.06,0.06,Matches
337,Érik Lamela\Erik-Lamela,ar ARG,MFFW,eng Tottenham,27,1992,2.6,0.38,3.46,1.92,55.6,3.49,1.94,0.11,0.20,17.2,0.38,0.00,0.00,0.50,0.50,0.15,-0.12,-0.12,Matches
338,Noa Lang\Noa-Lang,nl NED,FW,nl Ajax,20,1999,1.4,0.00,1.43,0.00,0.0,1.40,0.00,0.00,,9.3,0.00,0.00,0.00,0.14,0.14,0.10,-0.14,-0.14,Matches
339,Aymeric Laporte\Aymeric-Laporte,fr FRA,DF,eng Manchester City,25,1994,2.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
340,Valentino Lazaro\Valentino-Lazaro,at AUT,DF,it Inter,23,1996,1.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
341,Thomas Lemar\Thomas-Lemar,fr FRA,MF,es Atlético Madrid,23,1995,2.6,0.00,2.31,1.15,50.0,2.34,1.17,0.00,0.00,23.3,0.38,0.00,0.00,0.08,0.08,0.04,-0.08,-0.08,Matches
342,Mario Lemina\Mario-Lemina,ga GAB,MF,tr Galatasaray,25,1993,3.7,0.00,1.89,0.54,28.6,1.91,0.55,0.00,0.00,22.6,0.00,0.00,0.00,0.08,0.08,0.04,-0.08,-0.08,Matches
343,Clément Lenglet\Clement-Lenglet,fr FRA,DF,es Barcelona,24,1995,8.0,0.13,0.38,0.13,33.3,0.37,0.12,0.33,1.00,9.7,0.00,0.00,0.00,0.04,0.04,0.10,0.09,0.09,Matches
344,Marin Leovac\Marin-Leovac,hr CRO,DF,hr Dinamo Zagreb,30,1988,5.0,0.20,1.00,0.40,40.0,1.00,0.40,0.20,0.50,18.1,0.00,0.00,0.00,0.14,0.14,0.15,0.06,0.06,Matches
345,Robert Lewandowski\Robert-Lewandowski,pl POL,FW,de Bayern Munich,30,1988,9.8,1.53,5.00,2.96,59.2,4.98,2.95,0.27,0.45,12.5,0.20,0.20,0.20,1.20,1.05,0.21,0.33,0.28,Matches
346,Matthijs de Ligt\Matthijs-de-Ligt,nl NED,DF,it Juventus,19,1999,6.0,0.00,0.33,0.00,0.0,0.33,0.00,0.00,,17.7,0.00,0.00,0.00,0.02,0.02,0.07,-0.02,-0.02,Matches
347,Dominik Livaković\Dominik-Livakovic,hr CRO,GK,hr Dinamo Zagreb,24,1995,6.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
348,Fernando Llorente\Fernando-Llorente,es ESP,FW,it Napoli,34,1985,1.0,1.00,3.00,1.00,33.3,2.93,0.98,0.33,1.00,8.6,0.00,0.00,0.00,0.50,0.50,0.17,0.50,0.50,Matches
349,Marcos Llorente\Marcos-Llorente,es ESP,MFFW,es Atlético Madrid,24,1995,2.3,0.87,1.30,0.87,66.7,1.29,0.86,0.67,1.00,22.3,0.00,0.00,0.00,0.04,0.04,0.04,0.83,0.83,Matches
350,Hugo Lloris\Hugo-Lloris,fr FRA,GK,eng Tottenham,32,1986,4.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
351,Giovani Lo Celso\Giovani-Lo-Celso,ar ARG,MFFW,eng Tottenham,23,1996,3.7,0.27,2.16,1.08,50.0,2.18,1.09,0.13,0.25,20.3,0.54,0.00,0.00,0.22,0.22,0.10,0.05,0.05,Matches
352,Stanislav Lobotka\Stanislav-Lobotka,sk SVK,MF,it Napoli,24,1994,0.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
353,Renan Lodi\Renan-Lodi,br BRA,DF,es Atlético Madrid,21,1998,8.4,0.00,0.71,0.48,66.7,0.71,0.47,0.00,0.00,20.1,0.00,0.00,0.00,0.02,0.02,0.04,-0.02,-0.02,Matches
354,Ademola Lookman\Ademola-Lookman,eng ENG,FW,de RB Leipzig,21,1997,0.8,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
355,Anthony Lopes\Anthony-Lopes,pt POR,GK,fr Lyon,28,1990,10.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
356,Maximiliano Lovera\Maximiliano-Lovera,ar ARG,FWMF,gr Olympiacos,20,1999,1.1,0.00,1.82,0.00,0.0,1.76,0.00,0.00,,26.0,0.00,0.00,0.00,0.09,0.09,0.07,-0.09,-0.09,Matches
357,Dejan Lovren\Dejan-Lovren,hr CRO,DF,eng Liverpool,30,1989,2.6,0.38,0.77,0.38,50.0,0.78,0.39,0.50,1.00,11.0,0.00,0.00,0.00,0.04,0.04,0.03,0.35,0.35,Matches
358,Hirving Lozano\Hirving-Lozano,mx MEX,FWMF,it Napoli,24,1995,4.6,0.22,2.39,0.43,18.2,2.40,0.44,0.09,0.50,17.7,0.00,0.00,0.00,0.13,0.13,0.06,0.09,0.09,Matches
359,Caio Lucas Fernandes\Caio-Lucas-Fernandes,br BRA,MF,pt Benfica,25,1994,0.4,0.00,5.00,2.50,50.0,5.29,2.65,0.00,0.00,21.9,0.00,0.00,0.00,0.25,0.25,0.03,-0.25,-0.25,Matches
360,Jean Lucas\Jean-Lucas,br BRA,MF,fr Lyon,21,1998,0.0,0,1,0,0.0,22.50,0.00,0.00,,14.0,0,0,0,0.3,0.3,0.34,-0.3,-0.3,Matches
